0 3 19.5705 10.2678 0.0000 0.0000 0.0000 1.0000 -0.0074
0 3 17.6711 10.2733 0.0000 0.0000 0.0000 0.9715 0.2372
0 3 16.8199 10.7324 0.0000 0.0000 0.0000 1.0000 0.0083
0 3 15.7974 10.7489 0.0000 0.0000 0.0000 0.9696 -0.2445
0 3 14.8868 10.2566 0.0000 0.0000 0.0000 0.9997 0.0235
0 3 13.4112 10.3286 0.0000 0.0000 0.0000 0.9703 0.2420
0 3 11.9625 11.0667 -0.0000 0.0000 0.0000 -0.0100 1.0000
0 4 18.9487 9.7571 0.0000 0.0000 0.0000 0.9295 -0.3689
0 4 17.2975 8.1509 -0.0000 0.0000 0.0000 1.0000 0.0069
0 4 15.2954 8.2186 -0.0000 0.0000 0.0000 0.9683 0.2496
0 4 14.1240 8.8595 -0.0000 0.0000 0.0000 0.9894 -0.1456
0 4 12.9967 8.4902 0.0000 0.0000 0.0000 0.9300 -0.3676
0 4 11.8981 7.4001 0.0000 0.0000 0.0000 -0.0129 0.9999
0 5 19.8401 10.1846 -0.0000 0.0000 0.0000 -0.7085 0.7057
0 5 19.8486 8.6293 0.0000 0.0000 0.0000 -0.4803 0.8771
0 5 20.6228 7.4122 -0.0000 0.0000 0.0000 -0.6954 0.7186
0 5 20.6272 6.1142 -0.0000 0.0000 0.0000 -0.7095 0.7047
0 5 20.6464 4.3656 0.0000 0.0000 0.0000 0.9993 -0.0372
0 5 17.8464 4.2089 0.0000 0.0000 0.0000 0.9997 -0.0225
0 5 15.1869 4.0582 -0.0000 0.0000 0.0000 0.9989 -0.0463
0 5 13.4531 3.9003 0.0000 0.0000 0.0000 0.9994 0.0343
0 5 11.8500 3.9930 0.0000 0.0000 0.0000 1.0000 0.0028
0 5 10.6760 3.9776 -0.0000 0.0000 0.0000 1.0000 0.0022
0 7 19.8705 10.0820 0.0000 0.0000 0.0000 -0.7039 0.7103
0 7 19.8914 8.5017 0.0000 0.0000 0.0000 -0.5528 0.8333
0 7 20.5113 7.1299 0.0000 0.0000 0.0000 -0.6773 0.7357
0 7 20.5741 6.1238 -0.0000 0.0000 0.0000 -0.6855 0.7281
0 7 20.7400 4.3340 0.0000 0.0000 0.0000 -0.0583 0.9983
0 7 22.4864 4.1007 0.0000 0.0000 0.0000 -0.0010 1.0000
0 7 24.1984 4.1017 -0.0000 0.0000 0.0000 0.0451 0.9990
0 7 26.2632 4.2943 -0.0000 0.0000 0.0000 0.0037 1.0000
0 7 34.9979 4.0726 0.0000 0.0000 0.0000 0.0083 1.0000
0 7 38.7000 4.1885 -0.0000 0.0000 0.0000 0.0034 1.0000
0 7 43.8565 4.2472 0.0000 0.0000 0.0000 0.0013 1.0000
0 7 51.2168 4.3480 -0.0000 0.0000 0.0000 0.7066 0.7076
0 7 51.3009 6.8911 0.0000 0.0000 0.0000 0.6862 0.7274
0 7 51.0974 8.3811 0.0000 0.0000 0.0000 0.7123 0.7018
0 7 51.0946 9.5421 0.0000 0.0000 0.0000 0.6854 0.7282
20.8783 5.8678 0.0000 0.0000 0.0000 0.9283 0.3717
20.8783 5.8678 0.0000 0.0000 0.0000 0.9283 0.3717
20.8783 5.8678 0.0000 0.0000 0.0000 0.9283 0.3717
20.8783 5.8678 0.0000 0.0000 0.0000 0.9283 0.3717
20.8783 5.8678 0.0000 0.0000 0.0000 0.9283 0.3717
20.8783 5.8678 0.0000 0.0000 0.0000 0.9283 0.3717
19.7640 7.7364 0.0000 0.0000 0.0000 0.9996 0.0268
20.6301 7.8547 0.0000 0.0000 0.0000 0.9997 -0.0257
20.6301 7.8547 0.0000 0.0000 0.0000 0.9997 -0.0257
20.6301 7.8547 0.0000 0.0000 0.0000 0.9997 -0.0257
20.6301 7.8547 0.0000 0.0000 0.0000 0.9997 -0.0257
20.6300 7.8547 0.0000 0.0000 0.0000 0.9997 -0.0263
20.6300 7.8547 0.0000 0.0000 0.0000 0.9997 -0.0263
20.6300 7.8547 0.0000 0.0000 0.0000 0.9997 -0.0263
20.6300 7.8547 0.0000 0.0000 0.0000 0.9997 -0.0263
19.9365 7.7518 0.0000 0.0000 0.0000 0.9996 -0.0269
18.4523 6.9128 0.0000 0.0000 0.0000 1.0000 -0.0045
19.8870 7.7725 0.0000 0.0000 0.0000 1.0000 -0.0046
19.8870 7.7725 0.0000 0.0000 0.0000 1.0000 -0.0045
19.8870 7.7725 0.0000 0.0000 0.0000 1.0000 -0.0045
19.4882 7.7615 0.0000 0.0000 0.0000 0.5469 0.8372
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
23.4979 6.0634 0.0000 0.0000 0.0000 1.0000 0.0098
